length,gradient,temperature,wind_speed,speed_kmh,battery_soc,acceleration,surface_type,traffic_density,weather_condition,gradient_sq,length_x_gradient,cold_penalty,wind_speed_sq,speed_sq,power_proxy,speed_x_length,Energy_Consumption_kWh,vehicle_id,timestamp
1.5174834,-0.9812803,-0.59008527,-0.9816345,0.20309839,-1.7213902,-1.0603936,-1.239786,-1.236281,1.3680058,-0.8067538,-0.23447038,-0.30093563,-0.9599655,-0.073586985,0.43289033,1.2337873,10.516222624772473,1998,2024-01-01 10:31:00
0.46658912,1.4206572,1.4250447,0.040133633,0.9670299,1.4824994,-0.53027487,-0.005641814,1.218745,0.4618702,1.8286555,1.7302561,-0.30093563,-0.24285033,0.90912914,-0.023869175,1.1085978,10.426676347346888,1156,2024-01-01 02:09:00
-1.5596222,1.0294317,-1.1952477,1.0504551,-0.63315797,1.1385542,0.66943944,-1.239786,-0.008768004,-1.3504009,0.86060196,-0.87580544,-0.30093563,1.0454673,-0.7748126,-0.58622557,-1.0610671,6.632574695783738,1040,2024-01-01 02:08:00
1.6398959,-0.4077446,1.0604641,-0.65019363,-0.53241307,-0.6248707,-0.073117405,1.2285024,-0.008768004,0.4618702,-0.89573187,-0.686747,-0.30093563,-0.7919006,-0.711074,-1.0496894,0.37975398,9.33514683260452,1957,2024-01-02 01:46:00
-0.6629568,0.38639966,-1.6880804,1.058838,1.4855279,-0.99041635,0.47663555,-0.005641814,1.218745,-1.3504009,-0.2750003,-0.40006876,4.627062,1.0585665,1.7622253,0.003699704,0.17090577,12.28039141956157,1441,2024-01-03 04:40:00
1.3132076,-1.4107136,-0.7703171,-0.9571373,0.3992101,1.2295029,-0.28423443,1.2285024,-0.008768004,1.3680058,-0.4451234,0.5414338,-0.30093563,-0.949665,0.14752309,-0.65158176,1.3123276,9.955221187652675,1685,2024-01-01 08:22:00
-1.4235619,0.9788017,-0.833722,-0.80336416,-1.0496145,1.2792853,1.019144,-0.005641814,1.218745,0.4618702,0.7506453,-0.747428,-0.30093563,-0.87727314,-0.978009,-0.6181257,-1.0549451,5.670954862593594,1112,2024-01-01 04:43:00
1.2042542,-1.1046892,1.5610328,1.355177,1.2752249,1.4543755,1.7274992,-0.005641814,-1.236281,-0.44426537,-0.72869724,-0.08429545,-0.30093563,1.5470927,1.398069,2.7656808,2.2033179,12.3428055953723,1226,2024-01-01 15:27:00
0.32527164,1.1984724,-1.4963981,1.6751742,-1.0239936,-0.68864083,-0.49729976,-1.239786,1.218745,-0.44426537,1.2531534,1.2620603,2.0143092,2.1302638,-0.9683108,-0.85944283,-0.59443235,8.18055199594843,1191,2024-01-01 07:41:00
0.522248,-1.6053354,-1.4134336,0.75922096,0.21683133,-1.1007622,-0.56755525,-1.239786,1.218745,-1.3504009,-0.19804141,0.4048521,0.8834487,0.6150133,-0.05880464,-0.27761865,0.52161807,10.437937008303011,1692,2024-01-01 13:38:00
1.4692006,0.4945269,0.8917866,0.8923937,0.29865873,-0.72478414,-1.1899452,-1.239786,-1.236281,-1.3504009,-0.123661496,1.1221203,-0.30093563,0.80590856,0.031464975,0.70835435,1.3150014,10.497313395721552,1386,2024-01-04 04:30:00
-0.35515824,0.38270837,0.9450609,0.26169997,1.472746,-0.9592785,0.38101035,-1.239786,-1.236281,1.3680058,-0.27988395,-0.21516553,-0.30093563,-0.009624551,1.739386,-0.23196541,0.5379456,11.333292988410298,1344,2024-01-03 12:33:00
-0.57082134,-0.8852472,0.7938837,-0.49725735,-1.1364906,0.28070402,0.4077607,-0.005641814,1.218745,-1.3504009,-0.85306084,-0.83288205,-0.30093563,-0.6934506,-1.0081588,-0.95201415,-0.87866277,4.996555545539391,1287,2024-01-03 03:48:00
1.3729346,-1.2360042,0.2759352,-0.012918657,-1.3004917,-1.6743659,0.37460458,-0.005641814,-0.008768004,-0.44426537,-0.6227295,0.22946978,-0.30093563,-0.29458398,-1.0535588,-1.0117153,-0.64689165,7.766581637862628,1119,2024-01-02 12:06:00
0.8848275,1.4597642,1.2255045,0.23994614,0.52113426,1.1353915,-0.4208456,-0.005641814,1.218745,1.3680058,1.9369494,2.323881,-0.30093563,-0.033749536,0.29584166,-0.39264464,1.0902075,9.830951700575024,1526,2024-01-02 09:46:00
-1.66689,-1.2195864,1.0265248,0.4644191,0.0662657,0.07860601,0.445191,-0.005641814,1.218745,-0.44426537,-0.6372704,-1.028391,-0.30093563,0.22802866,-0.21511117,-0.53975856,-1.0862547,7.807972356512086,1098,2024-01-01 06:17:00
1.158059,0.757428,-1.6210376,0.36477455,-1.1712099,0.59990567,-0.10053393,-1.239786,1.218745,-0.44426537,0.31111538,1.3915472,3.7132242,0.10831501,-1.0190264,-1.0793859,-0.5384258,8.396323043652119,1797,2024-01-01 12:54:00
0.76078266,0.48757225,0.19112219,0.87032545,-1.0530187,0.2398002,1.242584,-0.005641814,1.218745,-1.3504009,-0.13387753,0.6297782,-0.30093563,0.7735833,-0.9792699,-0.5088296,-0.50804126,8.474218004455619,1729,2024-01-01 19:46:00
1.2974666,-0.70429736,-1.1266788,0.6988436,-1.2640013,-0.87161434,-0.60000384,-0.005641814,-0.008768004,-1.3504009,-0.9059856,-0.82105184,-0.30093563,0.5317633,-1.0447595,-0.9170908,-0.61666614,8.116726922277657,1539,2024-01-01 16:06:00
-1.4979367,0.014978385,1.2171817,-1.1725376,0.45144126,-0.5175011,1.2696189,-1.239786,-1.236281,-0.44426537,-0.6728573,-0.9666438,-0.30093563,-1.028634,0.2100426,0.9410144,-0.93708056,6.309307976495355,1522,2024-01-03 11:39:00
-0.016108945,0.16706303,0.8680887,-1.4123151,-0.71765435,0.25516176,0.6820601,-0.005641814,1.218745,1.3680058,-0.5327961,-0.24321479,-0.30093563,-1.0857476,-0.8238903,-0.6188825,-0.48352444,5.755048147698596,1992,2024-01-01 08:04:00
-1.03423,-0.8286713,-0.22742678,-0.9769079,-1.2184223,-0.82348585,1.2607661,1.2285024,-0.008768004,0.4618702,-0.874428,-0.94699526,-0.30093563,-0.9580044,-1.0327218,-0.65652335,-1.0019686,6.190289776782769,1335,2024-01-01 11:26:00
1.1502148,-1.4855841,-0.5060711,-0.9387435,0.039552633,-1.2158911,-0.38294363,-0.005641814,-0.008768004,-0.44426537,-0.35621262,0.59260875,-0.30093563,-0.9417083,-0.2415173,-0.60099614,0.78733295,8.49741011821849,1954,2024-01-03 09:58:00
-1.6583796,1.3626752,-0.21882147,-0.39017022,-0.7241712,-1.2315437,1.3030368,-0.005641814,-0.008768004,1.3680058,1.6719494,-0.9595926,-0.30093563,-0.6166591,-0.8275095,-0.1562662,-1.1042914,5.491825012065524,1247,2024-01-03 22:26:00
-1.6688851,0.87947583,0.47395217,-0.34231624,1.5339122,0.3748667,-1.3718696,-1.239786,-0.008768004,-0.44426537,0.54513407,-0.99347734,-0.30093563,-0.5802515,1.84951,2.2825565,-1.049292,8.873455255014589,1379,2024-01-04 05:29:00
1.380267,-0.77566606,1.629107,1.1339315,1.5299842,-1.0456413,-1.6085849,1.2285024,-1.236281,0.4618702,-0.8904682,-0.67406696,-0.30093563,1.1776735,1.8423749,2.8609226,2.7045357,12.159754486546264,1078,2024-01-03 19:19:00
0.15211244,-1.0569181,-0.7467875,0.41321346,-0.52802604,-1.252561,-0.71326613,-1.239786,-1.236281,-1.3504009,-0.76138747,-0.48916504,-0.30093563,0.16581017,-0.70816934,-0.4738173,-0.28391793,9.010573695956973,1418,2024-01-03 05:57:00
-0.5454809,0.7328667,1.6881486,-0.5595058,-0.81465197,0.012644457,-1.068282,-1.239786,1.218745,0.4618702,0.26648733,-0.067377165,-0.30093563,-0.7351145,-0.875302,-0.3894186,-0.72745925,5.558787243940224,1357,2024-01-04 10:40:00
-0.9776144,-0.08274237,-0.6968868,0.4331583,0.6067826,0.8483837,0.92585814,-1.239786,-1.236281,-0.44426537,-0.7461324,-0.81760144,-0.30093563,0.1898684,0.40500745,0.48422635,-0.4647142,8.049155687477878,1876,2024-01-04 06:13:00
1.1578283,-0.55281967,-1.6447664,-0.6274341,1.6205754,-0.89552087,-0.17567843,-1.239786,-1.236281,1.3680058,-0.91580003,-1.0049021,4.0366645,-0.7780854,2.0091245,-0.6521887,2.530261,12.35901333356455,1596,2024-01-03 03:29:00
-1.0224881,1.4605954,-0.73161507,-0.78733546,-0.73985654,0.1839207,-0.59442186,1.2285024,-0.008768004,-1.3504009,1.9392738,-0.13458744,-0.30093563,-0.8689594,-0.83612305,-0.67805153,-0.86983645,6.569593463120208,1446,2024-01-01 18:26:00
0.7761954,0.67833114,-0.7882818,-0.7913186,0.9488709,1.0406578,0.7619284,1.2285024,1.218745,-1.3504009,0.17034985,0.9430716,-0.30093563,-0.871039,0.8819793,0.39048636,1.4062698,11.06046584478305,1089,2024-01-02 17:57:00
0.16078854,1.1684692,0.633839,1.0180881,-0.61567456,0.69093084,-1.0895411,-1.239786,1.218745,0.4618702,1.1806219,1.041184,-0.30093563,0.99526423,-0.76415867,-0.2087077,-0.34318298,7.296542457997966,1482,2024-01-03 22:24:00
0.85215133,0.27536988,1.7483203,0.27919275,-1.2584299,-1.3468376,-0.36571443,1.2285024,1.218745,-0.44426537,-0.4137349,0.3443447,-0.30093563,0.009968435,-1.0433505,-0.9953222,-0.6870994,7.351069193491256,1355,2024-01-02 19:00:00
-1.4716855,-0.16171795,-0.04675175,-0.81475514,-0.07085351,-1.6641325,0.55689806,1.2285024,-1.236281,1.3680058,-0.7957935,-0.9864403,-0.30093563,-0.88309324,-0.34641805,-0.44569904,-0.96824396,7.821914358403267,1689,2024-01-01 11:37:00
-0.5064504,0.43455166,-1.4498022,-1.6594346,0.34959874,0.6874009,-1.3825624,1.2285024,1.218745,1.3680058,-0.20958303,-0.2669664,1.379178,-1.1106632,0.08955343,1.0562482,-0.16998252,8.87819851158597,1417,2024-01-02 04:50:00
-1.6880442,1.0088948,0.08763816,-1.7060374,0.46781644,-1.0337999,-0.6448689,-1.239786,-0.008768004,-1.3504009,0.81557715,-1.0070996,-0.30093563,-1.1115,0.22995786,-0.039424825,-1.0929825,7.785086099036407,1919,2024-01-01 21:59:00
-1.4012727,0.15362592,-0.51692253,-0.33387715,1.5549288,-0.01598704,0.4399416,-0.005641814,-0.008768004,0.4618702,-0.5464469,-0.9007828,-0.30093563,-0.5736969,1.8878317,-0.06278919,-0.71674114,9.63272442869845,1485,2024-01-03 21:27:00
0.25542468,0.79176927,-1.2312367,1.4352809,0.059084088,-0.9149104,0.9741567,1.2285024,1.218745,-0.44426537,0.37489972,0.67155546,-0.30093563,1.6876545,-0.2222495,0.16914317,0.20677996,9.620209174647336,1556,2024-01-02 13:24:00
-0.46907777,1.4695946,-0.63353103,1.5234475,-0.06620945,-0.7776733,-0.884584,-0.005641814,1.218745,1.3680058,1.9645011,0.586351,-0.30093563,1.8465502,-0.34214303,-0.005810055,-0.34096467,9.845862928453426,1622,2024-01-01 21:13:00
0.6024724,-1.4005212,0.3365609,-1.605695,-0.041953474,-0.4136344,-0.017096994,-0.005641814,1.218745,0.4618702,-0.45663336,0.15401208,-0.30093563,-1.108177,-0.31961837,-1.089267,0.3504955,8.09422126745719,1506,2024-01-02 15:55:00
-1.2357055,-0.9349776,-0.18947834,-1.0318897,-0.9261083,-1.5684586,1.3576275,-1.239786,-0.008768004,0.4618702,-0.8306581,-0.9447767,-0.30093563,-0.98003656,-0.9278746,-0.32157952,-0.98409885,6.5566626415760645,1427,2024-01-02 22:32:00
-1.2398797,-1.070491,-1.1927508,1.2643882,0.43903032,-1.2673388,-0.62413406,-0.005641814,-1.236281,1.3680058,-0.75241745,-0.9031037,-0.30093563,1.3921587,0.1950486,-0.08761771,-0.7273819,7.799182566389682,1360,2024-01-04 01:50:00
1.5193335,0.31433108,1.6090068,-0.44712463,-0.8589487,0.038426913,0.6662977,1.2285024,1.218745,1.3680058,-0.36697507,0.78548807,-0.30093563,-0.65830624,-0.8970289,-0.70099854,-0.0780229,8.11901267712785,1400,2024-01-03 15:34:00
-0.61657816,0.3882856,1.5278473,1.0743575,0.90539753,-1.537811,0.25577906,-0.005641814,1.218745,0.4618702,-0.27249783,-0.37038666,-0.30093563,1.0829215,0.8177314,-0.6398849,-0.01967482,11.392975126657044,1773,2024-01-02 20:04:00
-0.32160208,1.6807564,1.7568517,-0.5586617,1.38017,-0.42395258,1.7400923,-1.239786,-0.008768004,1.3680058,2.588283,0.9662524,-0.30093563,-0.73456424,1.5766951,2.9318883,0.5287628,11.561543491013913,1686,2024-01-02 21:34:00
0.7291305,0.14087284,1.1713107,-0.50253326,0.73438174,1.6403077,-1.1982305,1.2285024,-1.236281,1.3680058,-0.55917406,0.06822459,-0.30093563,-0.69706666,0.5752583,1.1209242,1.1578497,9.97860385298276,1143,2024-01-03 18:46:00
-0.39483294,-0.09733635,-0.20035894,0.7223867,0.585248,1.6683711,-0.79634,-1.239786,-1.236281,0.4618702,-0.7559529,-0.6464746,-0.30093563,0.5639805,0.37717336,0.28319782,0.0375441,9.127576597863692,1948,2024-01-04 08:59:00
1.708044,-1.1229701,-0.3779271,0.32395503,-0.88114923,1.2128924,0.9087248,-0.005641814,1.218745,1.3680058,-0.71536046,0.12204878,-0.30093563,0.060891557,-0.90750474,-0.5590075,-0.04587658,7.636898660666528,1431,2024-01-03 15:13:00
1.1430337,-1.0387093,1.1662697,0.96553457,-1.6005449,0.6452189,-0.1833082,-0.005641814,-1.236281,-0.44426537,-0.77302516,-0.22458698,-0.30093563,0.915009,-1.0976509,-1.1087867,-1.0110307,7.1489525846115525,1312,2024-01-03 16:34:00
-1.4270648,1.3107682,-0.2799448,0.9479454,-1.313463,-0.2192075,1.6727065,-0.005641814,-1.236281,-0.44426537,1.5355699,-0.6857573,-0.30093563,0.8884966,-1.0565071,-0.6217263,-1.0869364,4.348593200966573,1324,2024-01-01 11:22:00
1.3393053,0.19786754,-0.503395,-0.5823391,-0.42677197,0.9485067,-1.481971,-1.239786,1.218745,-0.44426537,-0.50056803,0.45730513,-0.30093563,-0.7498493,-0.63813555,0.33209908,0.36842924,8.48240947492136,1145,2024-01-01 16:46:00
-0.70617896,1.3570169,0.07340519,0.112734675,1.7390565,-1.5947515,0.31283244,-0.005641814,-0.008768004,1.3680058,1.656904,0.20587176,-0.30093563,-0.16948006,2.2341433,-0.33586133,0.21769764,11.884421902500272,1136,2024-01-02 09:10:00
1.5478345,-1.5139278,-1.4184642,-1.3724537,-1.4317646,1.3182708,-0.46111637,-1.239786,-1.236281,1.3680058,-0.32055,0.8785451,0.9520206,-1.0785011,-1.0790502,-1.0245608,-0.78323126,5.382475349285684,1038,2024-01-02 00:23:00
0.24323542,1.659495,-0.5907146,0.7678988,-0.1661302,-1.2375131,-1.4179126,1.2285024,-1.236281,0.4618702,2.5227106,1.7466615,-0.30093563,0.62714785,-0.43145892,0.55225223,0.029219305,9.158706465482895,1193,2024-01-04 09:50:00
1.4697474,-0.023544136,-1.6516405,0.9233168,1.0445911,1.0236236,0.034635574,-0.005641814,1.218745,1.3680058,-0.70330507,0.072946064,4.1303606,0.8516669,1.0271705,-1.0767978,2.2236767,12.104666705221751,1398,2024-01-03 06:25:00
0.6454301,-0.07562923,0.8011129,0.573609,1.5277925,-1.6617465,1.3469392,-1.239786,-1.236281,-0.44426537,-0.74124014,-0.29583433,-0.30093563,0.3656437,1.8383975,2.1587393,1.7978663,12.10519264092976,1774,2024-01-02 05:12:00
-1.153542,0.32030624,-1.5952939,0.632176,-1.1473948,-0.831176,0.3476774,1.2285024,-1.236281,0.4618702,-0.35961998,-0.72429854,3.3623216,0.44222912,-1.0116446,-0.9810808,-1.0086219,5.801552664351059,1333,2024-01-03 01:25:00
0.85394377,-0.8809835,-0.8320301,-0.03794929,-1.1078088,0.8604175,0.26888418,-1.239786,1.218745,-1.3504009,-0.8548239,-0.566299,-0.30093563,-0.318441,-0.99867207,-1.0071644,-0.5386033,6.885051566318915,1266,2024-01-04 08:12:00
0.5062286,-0.7870577,-0.4914755,-0.5636983,-1.6398002,1.5178314,0.5206308,-0.005641814,1.218745,-0.44426537,-0.88734555,-0.7652456,-0.30093563,-0.7378421,-1.0996914,-1.0971094,-1.071664,5.166777637095064,1390,2024-01-03 10:40:00
0.0012568779,0.56846756,0.6936983,0.4890947,-1.4078556,-0.9832086,1.2810644,-1.239786,1.218745,1.3680058,-0.010950855,0.20587021,-0.30093563,0.2585396,-1.0751259,-0.8314021,-0.9325884,6.787737372408292,1557,2024-01-02 16:36:00
-0.7672505,0.4711853,0.8638816,1.0613256,-0.31685564,0.6117038,-1.3785028,-1.239786,-1.236281,1.3680058,-0.1576867,-0.4118456,-0.30093563,1.0624607,-0.55561393,0.3470364,-0.6197115,7.013305080671224,1222,2024-01-01 22:00:00
0.20789605,-0.8448189,-0.07969971,-1.1894788,-0.35632902,-1.3746011,-1.5994049,1.2285024,1.218745,1.3680058,-0.8687766,-0.7330446,-0.30093563,-1.0337343,-0.5860275,0.5328101,-0.13201086,7.560542226344043,1987,2024-01-02 12:19:00
0.5809427,0.23855416,0.57679343,-1.0328671,-0.20119068,0.056281812,-0.62611264,1.2285024,-0.008768004,0.4618702,-0.45600894,0.14368568,-0.30093563,-0.98041284,-0.46147385,-0.39408132,0.1966767,8.990536588874667,1129,2024-01-01 04:55:00
-1.0738848,0.8228201,1.4810555,1.1470017,-0.34086353,0.6481385,-0.6011077,-0.005641814,1.218745,-1.3504009,0.43396294,-0.46825942,-0.30093563,1.1987294,-0.57421553,-0.4876796,-0.7882858,7.338372336724935,1835,2024-01-04 07:32:00
0.7629432,1.3910894,0.7608825,-0.10936534,-1.3463196,0.5109646,0.3071884,1.2285024,-0.008768004,0.4618702,1.7481688,2.0582848,-0.30093563,-0.3845654,-1.0635539,-1.0431036,-0.78592795,6.809806980629067,1662,2024-01-01 08:28:00
0.24027891,1.5491091,-0.99117184,1.5275874,-1.4309188,1.3795543,1.5570334,-0.005641814,-0.008768004,1.3680058,2.192221,1.6045711,-0.30093563,1.8541187,-1.0789169,-0.7945463,-0.9222142,6.151545289407453,1515,2024-01-03 14:35:00
-0.2460553,-0.64342195,0.8735984,0.5958121,1.1892062,-0.116355285,1.3072884,1.2285024,-1.236281,1.3680058,-0.9137075,-0.99835527,-0.30093563,0.39445004,1.2562546,1.728311,0.50934184,10.21529916889402,1368,2024-01-01 15:05:00
1.5289708,-0.31111977,-1.5520111,0.4610512,0.66469604,-1.6074357,-1.671172,1.2285024,-0.008768004,0.4618702,-0.8663696,-0.49954018,2.7723508,0.22389086,0.48114946,1.9102241,1.8145694,12.313717980887276,1979,2024-01-03 05:00:00
1.6591266,1.5946431,-1.2677995,-1.0485147,0.17154038,1.5455576,-0.39444977,-1.239786,-1.236281,-1.3504009,2.3265247,3.6114614,-0.30093563,-0.9863627,-0.10715695,-0.5450493,1.2961266,9.462702098959635,1771,2024-01-02 11:19:00
1.4327549,1.4706115,-0.83530945,0.6353641,1.5364851,0.112033986,-0.70861316,-1.239786,1.218745,-1.3504009,1.9673582,3.0519712,-0.30093563,0.44645366,1.8541881,0.64990234,2.77698,12.659310868414718,1210,2024-01-03 21:30:00
-0.91644764,-0.8236695,0.99739665,1.4636327,1.2044402,0.09956985,1.3229257,-0.005641814,-0.008768004,0.4618702,-0.876106,-0.9311837,-0.30093563,1.7382722,1.2810683,1.7779062,-0.22452739,9.197511528017571,1558,2024-01-04 01:17:00
-1.3959805,-1.7141889,-1.6452329,0.84044135,0.2929311,1.2873265,1.4252926,-0.005641814,1.218745,-0.44426537,-0.03721996,-0.8124275,4.0430217,0.73024756,0.02502451,1.0266316,-0.8738633,7.615689469615722,1510,2024-01-01 17:04:00
-0.30685267,0.10977093,-0.2824546,0.46295044,-0.8749959,0.07076476,-0.66486156,1.2285024,-1.236281,-1.3504009,-0.58927864,-0.4324144,-0.30093563,0.22622344,-0.90462875,-0.6953817,-0.6788518,6.616256833514339,1399,2024-01-01 09:02:00
-0.41565335,-0.9066068,-0.27776718,0.81364125,1.4291967,-0.97664595,-0.5128625,-1.239786,-0.008768004,-0.44426537,-0.8438537,-0.7852535,-0.30093563,0.69181246,1.6622558,0.124571346,0.44292626,11.229831611875042,1658,2024-01-04 03:51:00
0.5547814,0.60602266,-1.2095879,1.682256,-1.515737,0.33036992,0.5535208,-1.239786,-1.236281,-1.3504009,0.0491639,0.6622171,-0.30093563,2.1438236,-1.0902977,-1.0442493,-0.96234596,6.793488994045128,1920,2024-01-01 16:33:00
-1.1780277,0.23566237,-1.6233537,0.193796,-0.27335033,1.6197376,-0.10675369,-0.005641814,-0.008768004,0.4618702,-0.45925087,-0.76816106,3.744795,-0.0840457,-0.5210834,-0.9963309,-0.8281924,5.345360423885333,1760,2024-01-04 08:54:00
1.3166224,-0.78580576,-0.8689515,1.1020763,0.7617323,1.2283689,0.644945,-0.005641814,-0.008768004,1.3680058,-0.8876974,-0.6623209,-0.30093563,1.1267587,0.6129372,0.06424579,1.7354048,10.834795327716346,1611,2024-01-04 05:28:00
0.83165413,-0.47570956,1.5002085,1.7172666,0.29292735,-0.33538002,0.11080327,1.2285024,-0.008768004,0.4618702,-0.908723,-0.88562447,-0.30093563,2.2112741,0.0250203,-0.97411495,0.8225206,9.606240013145015,1664,2024-01-03 00:47:00
-0.4180575,-0.5903726,0.84557295,0.75270975,0.8043792,0.74869627,-0.8746483,-1.239786,1.218745,0.4618702,-0.9162972,-1.0493243,-0.30093563,0.6059365,0.6725243,0.56708217,0.12705517,9.146588221428646,1941,2024-01-03 00:34:00
